loan_id,customer_id,loan_type,loan_amount,start_date,status
LOAN015084,CUST017094,housing,437005,2019-07-17,active
LOAN015085,CUST017095,housing,348924,2018-08-15,active
LOAN015086,CUST017095,personal,49875,2017-04-28,active
LOAN015087,CUST017096,housing,286783,2016-03-12,active
LOAN015088,CUST017096,personal,28140,2021-02-18,active
LOAN015089,CUST017097,housing,254926,2020-06-21,active
LOAN015090,CUST017097,personal,22122,2021-04-22,active
LOAN015091,CUST017098,housing,216625,2018-10-26,active
LOAN015092,CUST017099,housing,255444,2020-12-24,active
LOAN015093,CUST017100,housing,226347,2017-11-20,active
LOAN015094,CUST017102,housing,185345,2016-01-26,active
LOAN015095,CUST017102,personal,27005,2020-05-24,active
LOAN015096,CUST017103,personal,22688,2017-03-29,active
LOAN015097,CUST017104,personal,47504,2017-07-03,active
LOAN015098,CUST017105,personal,49559,2020-01-30,active
LOAN015099,CUST017106,personal,32158,2020-04-04,active
LOAN015100,CUST017108,housing,288720,2019-06-03,active
LOAN015101,CUST017109,housing,269930,2016-01-01,active
LOAN015102,CUST017110,housing,333726,2017-06-27,active
LOAN015103,CUST017111,housing,411042,2018-10-19,active
LOAN015104,CUST017114,housing,102853,2016-02-09,active
LOAN015105,CUST017114,personal,14262,2017-05-27,active
LOAN015106,CUST017116,personal,14029,2020-04-27,active
LOAN015107,CUST017117,housing,281512,2016-11-29,active
LOAN015108,CUST017117,personal,19681,2020-05-16,active
LOAN015109,CUST017118,housing,371939,2019-12-12,active
LOAN015110,CUST017118,personal,17853,2018-01-03,active
LOAN015111,CUST017120,personal,8587,2020-04-07,active
LOAN015112,CUST017121,housing,83444,2019-11-01,active
LOAN015113,CUST017121,personal,46422,2021-09-22,active
LOAN015114,CUST017122,housing,402216,2018-09-18,active
LOAN015115,CUST017123,housing,251801,2018-05-31,active
LOAN015116,CUST017124,housing,170663,2019-11-22,active
LOAN015117,CUST017125,housing,275754,2017-06-13,active
LOAN015118,CUST017125,personal,41483,2019-05-26,active
LOAN015119,CUST017127,personal,28915,2018-05-10,active
LOAN015120,CUST017129,housing,482943,2018-06-27,active
LOAN015121,CUST017130,housing,268493,2020-03-21,active
LOAN015122,CUST017131,housing,312959,2019-06-10,active
LOAN015123,CUST017133,housing,143336,2016-08-20,active
LOAN015124,CUST017134,housing,130696,2018-11-30,active
LOAN015125,CUST017135,housing,265444,2016-11-09,active
LOAN015126,CUST017136,housing,492381,2018-09-17,active
LOAN015127,CUST017136,personal,13309,2022-01-11,active
LOAN015128,CUST017137,personal,36397,2017-09-21,active
LOAN015129,CUST017138,housing,54959,2019-03-14,active
LOAN015130,CUST017139,housing,197102,2018-10-25,active
LOAN015131,CUST017139,personal,25731,2017-05-18,active
LOAN015132,CUST017141,housing,478796,2019-08-24,active
LOAN015133,CUST017141,personal,46789,2017-10-02,active
LOAN015134,CUST017142,housing,168221,2018-12-19,active
LOAN015135,CUST017144,housing,135343,2019-10-10,active
LOAN015136,CUST017145,housing,457173,2016-05-11,active
LOAN015137,CUST017146,personal,40818,2019-07-17,active
LOAN015138,CUST017147,housing,453327,2017-12-21,active
LOAN015139,CUST017147,personal,28333,2018-04-08,active
LOAN015140,CUST017149,housing,79316,2017-02-23,active
LOAN015141,CUST017150,housing,324497,2020-10-17,active
LOAN015142,CUST017151,personal,9541,2017-06-03,active
LOAN015143,CUST017152,housing,310453,2018-07-16,active
LOAN015144,CUST017153,housing,197701,2018-10-20,active
LOAN015145,CUST017154,housing,54150,2020-10-12,active
LOAN015146,CUST017155,housing,161271,2017-11-02,active
LOAN015147,CUST017156,housing,483663,2017-10-21,active
LOAN015148,CUST017157,housing,411337,2019-08-21,active
LOAN015149,CUST017158,personal,32752,2022-05-21,active
LOAN015150,CUST017159,housing,100205,2017-01-28,active
LOAN015151,CUST017160,personal,22103,2019-12-03,active
LOAN015152,CUST017162,personal,29957,2017-03-24,active
LOAN015153,CUST017163,personal,35285,2017-03-11,active
LOAN015154,CUST017164,housing,323950,2018-02-20,active
LOAN015155,CUST017165,housing,442048,2017-07-22,active
LOAN015156,CUST017166,personal,23810,2021-12-15,active
LOAN015157,CUST017168,personal,36558,2021-04-19,active
LOAN015158,CUST017169,housing,52707,2018-06-24,active
LOAN015159,CUST017170,housing,349787,2016-08-07,active
LOAN015160,CUST017171,housing,68859,2016-07-04,active
LOAN015161,CUST017171,personal,4744,2022-07-20,active
LOAN015162,CUST017172,housing,470909,2020-12-24,active
LOAN015163,CUST017173,housing,372215,2016-06-24,active
LOAN015164,CUST017175,housing,70322,2017-01-22,active
LOAN015165,CUST017176,personal,41074,2018-08-06,active
LOAN015166,CUST017177,housing,419869,2018-01-10,active
LOAN015167,CUST017179,personal,18962,2021-07-14,active
LOAN015168,CUST017180,housing,263589,2017-05-02,active
LOAN015169,CUST017180,personal,46559,2018-06-07,active
LOAN015170,CUST017181,housing,366965,2016-07-12,active
LOAN015171,CUST017183,housing,324277,2017-03-01,active
LOAN015172,CUST017184,personal,10526,2021-04-19,active
LOAN015173,CUST017185,housing,250750,2019-06-27,active
LOAN015174,CUST017186,personal,46289,2022-04-04,active
LOAN015175,CUST017187,personal,45797,2020-06-04,active
LOAN015176,CUST017189,housing,360335,2019-09-03,active
LOAN015177,CUST017190,personal,28785,2022-12-21,active
LOAN015178,CUST017191,housing,475642,2019-01-14,active
LOAN015179,CUST017192,housing,334622,2020-09-16,active
LOAN015180,CUST017193,housing,394646,2018-03-18,active
LOAN015181,CUST017194,housing,85457,2016-02-24,active
LOAN015182,CUST017194,personal,7882,2017-07-16,active
LOAN015183,CUST017195,housing,59460,2017-05-05,active
LOAN015184,CUST017197,housing,129375,2017-10-24,active
LOAN015185,CUST017198,housing,217388,2016-12-26,active
LOAN015186,CUST017199,personal,34153,2017-05-04,active
LOAN015187,CUST017201,personal,28227,2021-07-01,active
LOAN015188,CUST017202,housing,241580,2019-06-04,active
LOAN015189,CUST017203,housing,202507,2018-06-16,active
LOAN015190,CUST017204,housing,180064,2018-05-21,active
LOAN015191,CUST017205,housing,123306,2017-08-16,active
LOAN015192,CUST017206,housing,400397,2018-03-06,active
LOAN015193,CUST017207,housing,384257,2020-11-28,active
LOAN015194,CUST017207,personal,40160,2017-02-11,active
LOAN015195,CUST017208,housing,155999,2018-02-22,active
LOAN015196,CUST017208,personal,3429,2020-07-05,active
LOAN015197,CUST017209,personal,3589,2017-04-06,active
LOAN015198,CUST017210,personal,41261,2017-07-23,active
LOAN015199,CUST017211,housing,430891,2018-06-25,active
LOAN015200,CUST017213,personal,19835,2018-06-18,active
LOAN015201,CUST017214,housing,345987,2017-09-19,active
LOAN015202,CUST017215,housing,496437,2019-11-20,active
LOAN015203,CUST017216,housing,190484,2016-03-31,active
LOAN015204,CUST017219,housing,235388,2020-06-11,active
LOAN015205,CUST017220,personal,34785,2022-07-07,active
LOAN015206,CUST017221,personal,27039,2021-05-05,active
LOAN015207,CUST017222,personal,14452,2017-09-08,active
LOAN015208,CUST017223,housing,341357,2020-03-23,active
LOAN015209,CUST017223,personal,23173,2017-11-03,active
LOAN015210,CUST017224,housing,325665,2019-09-08,active
LOAN015211,CUST017225,housing,386764,2018-04-07,active
LOAN015212,CUST017225,personal,6001,2019-08-14,active
LOAN015213,CUST017226,housing,159626,2017-04-18,active
LOAN015214,CUST017226,personal,26152,2017-04-20,active
LOAN015215,CUST017227,housing,165544,2016-05-27,active
LOAN015216,CUST017227,personal,48522,2019-06-05,active
LOAN015217,CUST017229,housing,74209,2019-04-20,active
LOAN015218,CUST017230,housing,399996,2016-04-11,active
LOAN015219,CUST017231,housing,435231,2017-06-18,active
LOAN015220,CUST017232,housing,490631,2020-06-05,active
LOAN015221,CUST017234,personal,11470,2019-07-03,active
LOAN015222,CUST017236,personal,45792,2022-12-14,active
LOAN015223,CUST017237,personal,17864,2017-04-19,active
LOAN015224,CUST017238,housing,250438,2017-12-24,active
LOAN015225,CUST017238,personal,3113,2021-10-20,active
LOAN015226,CUST017239,housing,437538,2020-04-10,active
LOAN015227,CUST017240,housing,446031,2020-12-23,active
LOAN015228,CUST017241,personal,5786,2019-06-06,active
LOAN015229,CUST017242,housing,319700,2020-04-25,active
LOAN015230,CUST017243,housing,302705,2020-01-05,active
LOAN015231,CUST017243,personal,12583,2020-12-26,active
LOAN015232,CUST017245,housing,191839,2019-07-15,active
LOAN015233,CUST017246,personal,9219,2022-07-31,active
LOAN015234,CUST017247,personal,17633,2022-07-28,active
LOAN015235,CUST017248,housing,324854,2017-06-25,active
LOAN015236,CUST017248,personal,33558,2022-01-28,active
LOAN015237,CUST017249,housing,458028,2018-10-01,active
LOAN015238,CUST017250,housing,442200,2017-08-24,active
LOAN015239,CUST017251,housing,240720,2016-10-06,active
LOAN015240,CUST017252,personal,12410,2022-12-13,active
LOAN015241,CUST017253,housing,146329,2019-10-10,active
LOAN015242,CUST017254,personal,31293,2020-03-27,active
LOAN015243,CUST017256,personal,42886,2018-03-11,active
LOAN015244,CUST017257,housing,346945,2017-01-14,active
LOAN015245,CUST017258,personal,11648,2021-04-17,active
LOAN015246,CUST017259,personal,24263,2020-07-12,active
LOAN015247,CUST017260,personal,21949,2021-10-09,active
LOAN015248,CUST017263,housing,257520,2017-12-19,active
LOAN015249,CUST017263,personal,6564,2017-10-10,active
LOAN015250,CUST017264,housing,219558,2018-11-28,active
LOAN015251,CUST017265,housing,347883,2017-03-25,active
LOAN015252,CUST017265,personal,18353,2022-03-31,active
LOAN015253,CUST017266,personal,43183,2019-10-09,active
LOAN015254,CUST017267,personal,4521,2017-10-14,active
LOAN015255,CUST017268,housing,237771,2016-02-14,active
LOAN015256,CUST017269,housing,454095,2020-09-21,active
LOAN015257,CUST017270,housing,276387,2020-12-10,active
LOAN015258,CUST017270,personal,30079,2022-09-28,active
LOAN015259,CUST017271,personal,14115,2020-08-20,active
LOAN015260,CUST017274,housing,97152,2018-03-27,active
LOAN015261,CUST017275,housing,380629,2017-02-11,active
LOAN015262,CUST017275,personal,3380,2017-04-03,active
LOAN015263,CUST017276,personal,45423,2021-12-25,active
LOAN015264,CUST017277,housing,326289,2019-07-29,active
LOAN015265,CUST017278,housing,59197,2020-02-17,active
LOAN015266,CUST017279,housing,271162,2018-04-16,active
LOAN015267,CUST017281,personal,31642,2020-10-05,active
LOAN015268,CUST017284,housing,138142,2019-10-17,active
LOAN015269,CUST017285,housing,153967,2019-09-10,active
LOAN015270,CUST017286,housing,496348,2018-11-28,active
LOAN015271,CUST017289,housing,191559,2019-04-28,active
LOAN015272,CUST017291,housing,79549,2016-04-12,active
LOAN015273,CUST017292,housing,168940,2020-10-30,active
LOAN015274,CUST017293,housing,360960,2019-02-09,active
LOAN015275,CUST017295,housing,152992,2018-04-14,active
LOAN015276,CUST017296,housing,107745,2018-11-24,active
LOAN015277,CUST017296,personal,15277,2019-07-10,active
LOAN015278,CUST017297,housing,132501,2016-04-22,active
LOAN015279,CUST017298,housing,243284,2019-06-11,active
LOAN015280,CUST017299,housing,492499,2016-02-12,active
LOAN015281,CUST017300,housing,114458,2017-09-25,active
LOAN015282,CUST017301,personal,37084,2017-03-20,active
LOAN015283,CUST017302,housing,154805,2019-04-16,active
LOAN015284,CUST017303,housing,415807,2017-11-06,active
LOAN015285,CUST017304,personal,6456,2018-09-19,active
LOAN015286,CUST017305,housing,53214,2017-07-29,active
LOAN015287,CUST017306,housing,57253,2019-11-22,active
LOAN015288,CUST017307,housing,173050,2019-02-10,active
LOAN015289,CUST017307,personal,25254,2021-11-10,active
LOAN015290,CUST017308,housing,218730,2020-01-29,active
LOAN015291,CUST017308,personal,44944,2022-01-03,active
LOAN015292,CUST017309,personal,8426,2017-11-14,active
LOAN015293,CUST017310,housing,257174,2019-01-23,active
LOAN015294,CUST017311,housing,432380,2017-12-04,active
LOAN015295,CUST017312,housing,70304,2020-03-24,active
LOAN015296,CUST017313,personal,4118,2021-10-03,active
LOAN015297,CUST017315,housing,229577,2018-07-14,active
LOAN015298,CUST017315,personal,34974,2018-01-11,active
LOAN015299,CUST017316,housing,394457,2020-09-03,active
LOAN015300,CUST017316,personal,36637,2022-12-01,active
LOAN015301,CUST017317,personal,15619,2017-11-07,active
LOAN015302,CUST017318,housing,382731,2018-03-23,active
LOAN015303,CUST017319,housing,246133,2017-07-12,active
LOAN015304,CUST017320,personal,44969,2019-02-27,active
LOAN015305,CUST017321,housing,172988,2019-06-08,active
LOAN015306,CUST017322,housing,137438,2019-08-12,active
LOAN015307,CUST017323,housing,121651,2019-06-21,active
LOAN015308,CUST017323,personal,19337,2019-02-18,active
LOAN015309,CUST017324,housing,204966,2019-12-27,active
LOAN015310,CUST017325,housing,247455,2018-04-16,active
LOAN015311,CUST017327,personal,23590,2019-01-16,active
LOAN015312,CUST017328,housing,148298,2018-02-25,active
LOAN015313,CUST017330,housing,124399,2018-06-30,active
LOAN015314,CUST017331,housing,57445,2020-04-01,active
LOAN015315,CUST017332,housing,83358,2017-11-13,active
LOAN015316,CUST017333,housing,156941,2018-11-07,active
LOAN015317,CUST017334,personal,43059,2021-03-07,active
LOAN015318,CUST017336,personal,30749,2018-05-30,active
LOAN015319,CUST017337,housing,282707,2016-03-06,active
LOAN015320,CUST017338,housing,52133,2018-01-18,active
LOAN015321,CUST017339,personal,4725,2022-09-08,active
LOAN015322,CUST017340,housing,372710,2016-02-10,active
LOAN015323,CUST017340,personal,45148,2019-06-20,active
LOAN015324,CUST017341,housing,434121,2017-01-20,active
LOAN015325,CUST017341,personal,16481,2021-11-08,active
LOAN015326,CUST017343,housing,364508,2018-06-19,active
LOAN015327,CUST017345,housing,63911,2020-06-17,active
LOAN015328,CUST017346,housing,464607,2019-05-22,active
LOAN015329,CUST017347,housing,342444,2020-07-12,active
LOAN015330,CUST017348,housing,422064,2017-03-31,active
LOAN015331,CUST017349,personal,41505,2017-04-14,active
LOAN015332,CUST017350,housing,204957,2017-04-15,active
LOAN015333,CUST017352,housing,381870,2016-01-26,active
LOAN015334,CUST017352,personal,38048,2017-07-05,active
LOAN015335,CUST017353,housing,288435,2020-11-11,active
LOAN015336,CUST017354,housing,190763,2018-04-03,active
LOAN015337,CUST017355,housing,428956,2017-09-20,active
LOAN015338,CUST017356,personal,12865,2017-08-20,active
LOAN015339,CUST017357,housing,279329,2017-05-27,active
LOAN015340,CUST017358,housing,406836,2020-07-04,active
LOAN015341,CUST017360,housing,287334,2017-04-17,active
LOAN015342,CUST017361,housing,304639,2016-06-02,active
LOAN015343,CUST017362,personal,45214,2022-03-07,active
LOAN015344,CUST017364,housing,79114,2018-12-11,active
LOAN015345,CUST017365,housing,499765,2020-06-30,active
LOAN015346,CUST017366,housing,431130,2018-11-09,active
LOAN015347,CUST017367,housing,261213,2016-07-15,active
LOAN015348,CUST017369,housing,338613,2020-09-25,active
LOAN015349,CUST017370,housing,470855,2017-12-31,active
LOAN015350,CUST017371,housing,168843,2020-01-14,active
LOAN015351,CUST017372,personal,45798,2020-12-31,active
LOAN015352,CUST017373,personal,24106,2019-10-09,active
LOAN015353,CUST017374,housing,413512,2019-11-08,active
LOAN015354,CUST017375,housing,201608,2019-04-27,active
LOAN015355,CUST017377,housing,148803,2020-12-24,active
LOAN015356,CUST017378,housing,441252,2020-05-27,active
LOAN015357,CUST017380,housing,182619,2017-12-14,active
LOAN015358,CUST017381,personal,23869,2020-08-11,active
LOAN015359,CUST017382,housing,197062,2019-09-17,active
LOAN015360,CUST017383,personal,29532,2020-11-25,active
LOAN015361,CUST017385,housing,121152,2016-03-28,active
LOAN015362,CUST017386,housing,403899,2018-03-04,active
LOAN015363,CUST017386,personal,35567,2019-03-08,active
LOAN015364,CUST017387,housing,65242,2017-09-28,active
LOAN015365,CUST017388,housing,247737,2018-10-29,active
LOAN015366,CUST017389,housing,394728,2017-03-05,active
LOAN015367,CUST017390,housing,305877,2017-08-17,active
LOAN015368,CUST017392,personal,37902,2019-01-18,active
LOAN015369,CUST017393,housing,280914,2020-06-28,active
LOAN015370,CUST017393,personal,27945,2022-01-13,active
LOAN015371,CUST017394,personal,31752,2021-04-01,active
LOAN015372,CUST017395,housing,83395,2018-09-04,active
LOAN015373,CUST017397,housing,94628,2018-09-25,active
LOAN015374,CUST017397,personal,22486,2017-04-13,active
LOAN015375,CUST017398,housing,53906,2019-03-21,active
LOAN015376,CUST017399,personal,46032,2018-05-31,active
LOAN015377,CUST017400,personal,5071,2018-10-13,active
LOAN015378,CUST017401,housing,130962,2017-05-13,active
LOAN015379,CUST017402,housing,119566,2018-09-25,active
LOAN015380,CUST017403,housing,378812,2016-04-14,active
LOAN015381,CUST017404,housing,456085,2018-05-09,active
LOAN015382,CUST017405,housing,463751,2020-03-04,active
LOAN015383,CUST017405,personal,48602,2017-04-06,active
LOAN015384,CUST017407,housing,404442,2016-03-09,active
LOAN015385,CUST017408,housing,153080,2020-03-28,active
LOAN015386,CUST017408,personal,18547,2020-09-14,active
LOAN015387,CUST017409,personal,36216,2021-02-21,active
LOAN015388,CUST017410,housing,238589,2019-07-15,active
LOAN015389,CUST017411,personal,41484,2019-01-23,active
LOAN015390,CUST017412,housing,258377,2017-09-25,active
LOAN015391,CUST017412,personal,22694,2017-02-05,active
LOAN015392,CUST017413,housing,197567,2019-06-09,active
LOAN015393,CUST017414,housing,230170,2017-12-06,active
LOAN015394,CUST017415,housing,189851,2019-04-09,active
LOAN015395,CUST017416,housing,174504,2020-11-27,active
LOAN015396,CUST017417,housing,169103,2016-04-11,active
LOAN015397,CUST017418,housing,194519,2018-02-19,active
LOAN015398,CUST017419,housing,166178,2017-03-23,active
LOAN015399,CUST017420,personal,45974,2019-05-16,active
LOAN015400,CUST017422,housing,394331,2017-05-22,active
LOAN015401,CUST017424,housing,423520,2020-11-27,active
LOAN015402,CUST017425,housing,257313,2019-08-18,active
LOAN015403,CUST017426,housing,207700,2016-10-17,active
LOAN015404,CUST017427,housing,152751,2017-07-19,active
LOAN015405,CUST017428,personal,15223,2018-12-28,active
LOAN015406,CUST017430,housing,294944,2016-12-26,active
LOAN015407,CUST017430,personal,26479,2020-07-01,active
LOAN015408,CUST017431,housing,240487,2018-07-04,active
LOAN015409,CUST017432,housing,109747,2018-12-08,active
LOAN015410,CUST017432,personal,6571,2021-08-21,active
LOAN015411,CUST017434,personal,42869,2022-10-24,active
LOAN015412,CUST017435,housing,469823,2018-12-12,active
LOAN015413,CUST017436,personal,25017,2021-12-12,active
LOAN015414,CUST017437,housing,130738,2018-10-27,active
LOAN015415,CUST017438,housing,150088,2016-01-24,active
LOAN015416,CUST017440,housing,276221,2017-05-21,active
LOAN015417,CUST017440,personal,36352,2021-03-05,active
LOAN015418,CUST017442,housing,466726,2016-03-27,active
LOAN015419,CUST017442,personal,46359,2022-06-07,active
LOAN015420,CUST017444,housing,346658,2020-04-25,active
LOAN015421,CUST017444,personal,22068,2020-05-15,active
LOAN015422,CUST017445,housing,296855,2018-04-20,active
LOAN015423,CUST017446,housing,314761,2020-12-22,active
LOAN015424,CUST017447,housing,443815,2018-07-09,active
LOAN015425,CUST017447,personal,16250,2022-11-06,active
LOAN015426,CUST017448,housing,234898,2019-06-19,active
LOAN015427,CUST017449,housing,378028,2016-10-24,active
LOAN015428,CUST017451,housing,332984,2017-09-23,active
LOAN015429,CUST017452,housing,478919,2020-05-24,active
LOAN015430,CUST017453,personal,27073,2019-01-27,active
LOAN015431,CUST017455,housing,479339,2020-10-28,active
LOAN015432,CUST017459,housing,200519,2017-05-07,active
LOAN015433,CUST017460,personal,39289,2022-10-07,active
LOAN015434,CUST017462,housing,58122,2019-02-01,active
LOAN015435,CUST017464,housing,365976,2017-08-28,active
LOAN015436,CUST017466,housing,382649,2018-05-25,active
LOAN015437,CUST017467,personal,45927,2017-10-30,active
LOAN015438,CUST017468,housing,437468,2018-05-07,active
LOAN015439,CUST017468,personal,34225,2017-08-11,active
LOAN015440,CUST017469,personal,8642,2021-06-22,active
LOAN015441,CUST017470,housing,341769,2020-01-04,active
LOAN015442,CUST017470,personal,30542,2018-04-09,active
LOAN015443,CUST017471,personal,31835,2017-11-01,active
LOAN015444,CUST017472,housing,225659,2019-03-22,active
LOAN015445,CUST017475,housing,393996,2020-05-26,active
LOAN015446,CUST017475,personal,10931,2019-07-28,active
LOAN015447,CUST017476,housing,112110,2016-01-01,active
LOAN015448,CUST017476,personal,10792,2018-02-04,active
LOAN015449,CUST017477,personal,12052,2018-10-27,active
LOAN015450,CUST017478,housing,198692,2017-09-22,active
LOAN015451,CUST017479,personal,14651,2020-01-29,active
LOAN015452,CUST017482,housing,166988,2017-04-06,active
LOAN015453,CUST017483,housing,125648,2020-07-06,active
LOAN015454,CUST017483,personal,27350,2021-05-08,active
LOAN015455,CUST017484,housing,375179,2018-02-18,active
LOAN015456,CUST017484,personal,26103,2020-02-16,active
LOAN015457,CUST017486,housing,75977,2016-02-28,active
LOAN015458,CUST017487,personal,35492,2017-11-05,active
LOAN015459,CUST017488,personal,35384,2017-02-06,active
LOAN015460,CUST017489,housing,217199,2017-09-10,active
LOAN015461,CUST017490,personal,9467,2021-12-21,active
LOAN015462,CUST017491,personal,46383,2020-05-11,active
LOAN015463,CUST017492,housing,401864,2016-10-01,active
LOAN015464,CUST017493,housing,458942,2016-01-20,active
LOAN015465,CUST017495,personal,3951,2018-08-22,active
LOAN015466,CUST017497,personal,5115,2017-07-14,active
LOAN015467,CUST017498,housing,190888,2016-11-30,active
LOAN015468,CUST017499,housing,97977,2020-03-06,active
LOAN015469,CUST017500,housing,69787,2018-12-24,active
LOAN015470,CUST017501,housing,364555,2019-07-05,active
LOAN015471,CUST017501,personal,25710,2019-01-13,active
LOAN015472,CUST017502,housing,203227,2016-04-06,active
LOAN015473,CUST017503,housing,194844,2017-02-21,active
LOAN015474,CUST017504,housing,281241,2017-04-24,active
LOAN015475,CUST017505,housing,338483,2018-06-02,active
LOAN015476,CUST017506,housing,220611,2016-05-22,active
LOAN015477,CUST017507,housing,315812,2017-07-03,active
LOAN015478,CUST017508,housing,346941,2018-01-22,active
LOAN015479,CUST017508,personal,28232,2018-06-19,active
LOAN015480,CUST017509,housing,125306,2016-09-01,active
LOAN015481,CUST017510,housing,356719,2020-09-17,active
LOAN015482,CUST017511,personal,24893,2020-07-25,active
LOAN015483,CUST017512,housing,61968,2020-11-23,active
LOAN015484,CUST017512,personal,48735,2022-04-17,active
LOAN015485,CUST017514,housing,258624,2017-05-10,active
LOAN015486,CUST017515,housing,154840,2017-06-01,active
LOAN015487,CUST017516,housing,146935,2020-03-18,active
LOAN015488,CUST017519,housing,375681,2018-02-17,active
LOAN015489,CUST017519,personal,35605,2018-07-07,active
LOAN015490,CUST017520,housing,57834,2020-03-13,active
LOAN015491,CUST017520,personal,46406,2019-10-06,active
LOAN015492,CUST017521,housing,211014,2018-12-27,active
LOAN015493,CUST017522,personal,28789,2017-03-30,active
LOAN015494,CUST017523,housing,263709,2017-06-04,active
LOAN015495,CUST017523,personal,12975,2022-03-22,active
LOAN015496,CUST017524,personal,12322,2022-07-11,active
LOAN015497,CUST017529,housing,212122,2016-03-20,active
LOAN015498,CUST017529,personal,45529,2021-06-16,active
LOAN015499,CUST017530,housing,259059,2017-11-21,active
LOAN015500,CUST017532,housing,223158,2017-09-11,active
LOAN015501,CUST017533,housing,114862,2017-01-04,active
LOAN015502,CUST017533,personal,9653,2022-05-31,active
LOAN015503,CUST017536,housing,169437,2018-12-08,active
LOAN015504,CUST017537,housing,375896,2016-09-19,active
LOAN015505,CUST017538,personal,28981,2021-10-08,active
LOAN015506,CUST017539,housing,61874,2017-05-18,active
LOAN015507,CUST017541,housing,473049,2016-04-27,active
LOAN015508,CUST017542,personal,44905,2019-08-15,active
LOAN015509,CUST017544,housing,141854,2016-11-30,active
LOAN015510,CUST017544,personal,29016,2021-04-25,active
LOAN015511,CUST017552,personal,44579,2021-01-08,active
LOAN015512,CUST017556,housing,473685,2017-12-17,active
LOAN015513,CUST017559,housing,458571,2017-05-14,active
LOAN015514,CUST017560,housing,385501,2016-09-27,active
LOAN015515,CUST017562,housing,496607,2016-12-12,active
LOAN015516,CUST017563,housing,81573,2018-03-02,active
LOAN015517,CUST017565,personal,39117,2021-02-06,active
LOAN015518,CUST017568,housing,129330,2017-05-28,active
LOAN015519,CUST017570,housing,348843,2019-04-19,active
LOAN015520,CUST017571,personal,33243,2019-12-05,active
LOAN015521,CUST017574,housing,162663,2019-06-01,active
LOAN015522,CUST017574,personal,47028,2022-12-15,active
LOAN015523,CUST017575,housing,147229,2018-12-22,active
LOAN015524,CUST017577,personal,3674,2020-07-24,active
LOAN015525,CUST017578,personal,38948,2022-08-16,active
LOAN015526,CUST017582,housing,229825,2016-11-19,active
LOAN015527,CUST017582,personal,17312,2018-05-16,active
LOAN015528,CUST017585,housing,471600,2020-12-24,active
LOAN015529,CUST017585,personal,19153,2020-02-15,active
LOAN015530,CUST017586,housing,465101,2016-11-19,active
LOAN015531,CUST017586,personal,45919,2017-04-09,active
LOAN015532,CUST017587,housing,272995,2018-01-22,active
LOAN015533,CUST017587,personal,8023,2017-06-23,active
LOAN015534,CUST017590,housing,102627,2019-08-17,active
LOAN015535,CUST017593,housing,238409,2019-10-11,active
LOAN015536,CUST017593,personal,22122,2021-07-16,active
LOAN015537,CUST017595,housing,231261,2018-05-10,active
LOAN015538,CUST017596,housing,189050,2020-09-05,active
LOAN015539,CUST017597,housing,385694,2019-09-16,active
LOAN015540,CUST017599,personal,27186,2020-07-06,active
LOAN015541,CUST017601,housing,171909,2017-01-23,active
LOAN015542,CUST017602,personal,40897,2019-06-03,active
LOAN015543,CUST017606,housing,424478,2020-03-22,active
LOAN015544,CUST017606,personal,46548,2021-11-10,active
LOAN015545,CUST017607,housing,303177,2019-04-19,active
LOAN015546,CUST017609,housing,435115,2017-07-10,active
LOAN015547,CUST017610,housing,163451,2017-08-18,active
LOAN015548,CUST017611,housing,183045,2016-05-22,active
LOAN015549,CUST017614,personal,44829,2017-09-03,active
LOAN015550,CUST017617,housing,275269,2020-02-12,active
LOAN015551,CUST017617,personal,13355,2017-11-17,active
LOAN015552,CUST017618,housing,300264,2019-01-16,active
LOAN015553,CUST017618,personal,42404,2021-08-06,active
LOAN015554,CUST017619,housing,483493,2017-07-17,active
LOAN015555,CUST017620,personal,38355,2019-05-07,active
LOAN015556,CUST017626,housing,169714,2019-05-15,active
LOAN015557,CUST017627,housing,357812,2019-05-23,active
LOAN015558,CUST017627,personal,37587,2017-09-22,active
LOAN015559,CUST017628,housing,238919,2019-01-11,active
LOAN015560,CUST017630,housing,348323,2016-07-07,active
LOAN015561,CUST017633,personal,48680,2017-11-24,active
LOAN015562,CUST017636,housing,393935,2020-05-23,active
LOAN015563,CUST017637,housing,462561,2019-12-29,active
LOAN015564,CUST017639,housing,413205,2018-12-27,active
LOAN015565,CUST017639,personal,33120,2020-03-19,active
LOAN015566,CUST017641,housing,112177,2020-10-03,active
LOAN015567,CUST017642,housing,144761,2017-09-11,active
LOAN015568,CUST017644,personal,17788,2019-12-08,active
LOAN015569,CUST017645,housing,469968,2016-10-20,active
LOAN015570,CUST017646,housing,485971,2018-07-02,active
LOAN015571,CUST017647,housing,162215,2017-11-14,active
LOAN015572,CUST017648,housing,378602,2016-02-24,active
LOAN015573,CUST017653,housing,78098,2016-10-15,active
LOAN015574,CUST017654,housing,233147,2016-03-03,active
LOAN015575,CUST017656,personal,20725,2017-03-11,active
LOAN015576,CUST017658,housing,308247,2018-05-21,active
LOAN015577,CUST017658,personal,38808,2021-04-14,active
LOAN015578,CUST017659,housing,437754,2017-05-05,active
LOAN015579,CUST017659,personal,20238,2017-01-24,active
LOAN015580,CUST017662,personal,5303,2020-09-27,active
LOAN015581,CUST017664,housing,269339,2016-01-27,active
LOAN015582,CUST017666,housing,79589,2018-02-02,active
